original,pred_open,pred_high,pred_low
69.650002,93.63,104.95,99.17
71.637497,94.12,106.65,100.08
75.5,94.37,105.67,99.04
78.074997,94.37,105.26,97.49
76.912498,93.15,104.95,96.78
77.112503,90.86,101.56,96.14
81.900002,90.92,102.97,96.78
89.425003,90.95,103.37,97.05
87.125,92.63,103.76,97.92
86.474998,92.22,104.41,98.5
88.837502,91.68,103.51,96.89
90.925003,92.89,105.4,99.02
92.824997,94.11,105.73,99.79
90.337502,94.56,105.55,99.84
89.587502,94.37,106.11,100.31
88.349998,93.88,105.29,99.09
90.025002,93.39,104.81,99.39
90.824997,93.63,104.7,98.7
89.8125,93.52,104.41,99.02
88.112503,93.88,105.16,99.14
91.875,93.87,104.84,99.53
93.287498,93.41,105.52,99.41
91.824997,95.1,106.39,100.41
89.712502,95.34,107.1,101.02
87.824997,95.66,106.95,100.18
88.074997,94.54,105.46,98.91
83.324997,93.68,104.49,99.34
83.925003,93.58,104.39,97.87
87.599998,91.45,104.1,97.87
85.599998,93.88,104.7,99.25
83.5,93.39,104.32,97.78
80.449997,91.78,104.84,98.21
81.849998,93.78,104.58,98.54
85.5,92.56,105.23,96.83
85.800003,93.76,107.51,99.26
81.974998,95.34,107.78,101.49
83.199997,95.59,108.26,101.69
86.150002,94.12,108.26,100.47
85.675003,96.33,108.68,98.51
85.737503,94.67,106.59,100.08
85.712502,94.67,107.81,100.03
87.237503,94.61,106.44,99.15
85.5625,93.63,105.94,99.64
83.0625,94.19,106.58,99.92
85.4375,94.67,108.36,100.87
85.675003,96.07,108.09,101.84
83.449997,96.32,110.88,102.33
81.8125,97.88,112.12,103.52
82.949997,99.25,111.24,103.33
84.537498,98.82,111.17,104.28
85.0,99.15,113.97,105.16
83.800003,101.93,114.55,106.73
82.25,101.35,114.45,106.42
82.837502,100.35,113.52,106.03
83.550003,100.74,114.56,106.05
82.724998,100.71,113.41,104.61
81.337502,98.94,111.05,102.24
80.525002,97.03,109.11,102.06
81.012497,97.25,110.3,102.9
82.8125,97.05,109.96,102.59
82.412498,97.03,109.87,103.16
85.887497,98.52,113.07,104.66
84.0625,100.26,112.97,105.86
82.362503,101.42,114.21,105.4
84.650002,101.2,115.33,105.81
81.074997,102.3,114.88,106.87
82.300003,101.2,114.54,107.08
85.262497,100.91,114.03,106.91
86.112503,101.57,114.86,106.73
84.550003,101.43,113.74,106.3
88.087502,100.35,112.67,105.58
89.574997,99.63,113.52,105.4
88.787498,101.44,113.53,104.89
92.1875,100.19,117.14,105.92
90.574997,104.35,119.96,109.26
89.449997,104.23,118.93,107.95
88.112503,103.46,118.55,109.31
88.849998,104.37,117.9,108.67
89.849998,104.23,117.99,108.65
95.162498,104.32,117.21,106.62
96.175003,101.97,115.98,107.3
97.75,102.88,115.92,105.4
96.125,99.86,113.84,103.29
96.849998,98.27,109.79,102.19
100.175003,96.44,108.29,99.42
99.412498,94.89,107.64,98.27
97.712502,93.32,107.07,98.92
99.262497,95.1,106.8,97.69
100.050003,92.78,105.26,98.41
99.75,92.49,106.21,98.43
93.775002,93.15,106.11,99.55
92.175003,94.61,105.86,98.44
94.525002,94.12,105.72,99.19
92.775002,92.66,104.78,97.98
93.349998,93.63,104.41,96.43
89.362503,90.95,103.84,95.97
88.887497,92.9,104.0,97.08
85.887497,89.73,102.28,96.37
87.849998,90.0,101.3,94.71
86.349998,90.45,100.73,92.11
90.599998,86.55,97.88,87.15
90.675003,86.57,104.41,93.38
89.375,92.11,102.69,93.42
95.5,88.75,99.93,94.19
94.612503,89.73,101.93,96.11
93.849998,90.58,101.28,93.21
94.912498,87.53,98.48,93.38
91.837502,86.65,97.28,90.63
89.8125,84.85,96.27,91.32
91.400002,86.4,97.06,90.27
94.875,85.21,95.85,91.12
92.425003,84.8,98.45,89.93
90.487503,86.77,101.05,93.15
88.275002,90.92,103.43,96.4
89.224998,90.95,103.28,96.65
88.974998,91.58,103.81,96.72
89.262497,90.22,105.12,96.37
91.037498,93.15,104.57,96.71
91.199997,91.0,102.63,96.37
92.324997,89.61,102.0,96.26
93.800003,90.22,101.59,95.62
94.574997,89.9,102.51,96.54
94.112503,91.68,102.58,96.77
90.574997,91.78,105.55,98.31
86.5625,93.19,104.88,97.36
89.199997,91.85,103.79,98.1
89.337502,92.18,104.41,98.08
88.412498,92.41,103.47,97.74
85.9375,91.45,103.16,97.71
86.1875,91.77,103.17,97.75
86.449997,92.11,105.16,98.44
86.037498,94.22,106.56,97.87
84.974998,92.33,103.23,97.89
85.75,92.64,105.19,98.44
87.262497,95.34,107.52,99.6
91.237503,95.12,108.59,99.0
90.074997,96.32,108.59,101.48
87.962502,96.07,108.01,101.49
86.337502,96.32,109.08,101.15
86.75,97.54,109.79,102.62
86.349998,97.54,109.63,103.12
85.974998,97.88,112.95,104.06
86.962502,100.63,112.51,103.99
86.300003,99.44,112.77,104.7
86.537498,99.15,112.59,105.25
85.25,99.38,112.61,104.98
82.375,100.71,114.03,106.05
81.699997,100.96,115.36,106.62
80.775002,102.08,114.82,104.81
82.5,99.71,113.94,105.08
83.737503,101.81,114.31,105.6
83.912498,99.0,111.79,103.91
83.762497,97.66,110.35,102.19
81.712502,96.42,107.78,100.76
81.9375,95.83,109.32,101.75
82.987503,97.42,110.18,102.6
83.125,98.28,110.48,102.66
83.0625,96.67,108.66,101.8
84.112503,95.71,108.77,101.37
83.650002,97.05,109.11,102.23
84.550003,97.04,109.79,101.67
83.612503,96.31,108.71,101.21
83.762497,95.39,107.64,100.76
85.875,95.22,109.11,101.01
85.425003,96.65,108.37,101.78
84.875,95.94,107.89,100.56
85.037498,94.49,105.83,98.11
83.925003,92.89,105.55,99.16
84.012497,94.48,105.69,99.37
84.125,95.34,114.28,101.06
84.199997,96.32,107.75,100.3
84.1875,93.46,109.21,99.89
